step	kind	target	field	old	new	reason
s37	effect_field	T277「3道4」E#9	effect_type	27	28	3P 馬騎 幸運符加成應為改攻（其餘座位 E9 改攻），抄成改血
s37	effect_field	T277「3道4」E#9	armour_attack_class	None	0	型別改為改攻後補 aa 欄位
s37	effect_field	T277「3道4」E#9	armour_attack_quantity	None	10	型別改為改攻後補 aa 欄位（兄弟座位 E9 皆 +10）
s37	effect_field	T287「5道4」E#12	trigger_id	5543	5542	5P 應停用「首  拳3」，抄成 6P 的「首  箭3」
s37	effect_field	T292「6道4」E#11	trigger_id	5535	5537	6P 應啟動「首  箭2」，抄成 4P 的「首  棍2」
s37	effect_field	T292「6道4」E#12	trigger_id	5541	5543	6P 應停用「首  箭3」，抄成 4P 的「首  棍3」
s37	effect_field	T292「6道4」E#0	message	<ORANGE>道學者：你已學會治療中毒。	<ORANGE>道學者：你已學會了幸運符。	6P 學幸運符的訊息抄成治療中毒（其餘座位皆幸運符）
s37	effect_field	T3302「2 6-10Lv」E#1	selected_object_ids	[]	[1]	2P 英雄改攻漏填 ref
s37	effect_field	T59「5 61-80」E#1	selected_object_ids	[]	[7]	5P 英雄改攻漏填 ref
s37	effect_field	T4187「1哥3」E#7	selected_object_ids	[]	[0]	1P 英雄改攻漏填 ref
s37	effect_field	T4188「1哥4」E#5	selected_object_ids	[]	[0]	1P 英雄改攻漏填 ref
s37	effect_field	T4220「2哥5」E#2	selected_object_ids	[]	[1]	2P 英雄改攻（−100）漏填 ref，全 2P 單位被扣
s37	effect_field	T1838「4女3」E#0	selected_object_ids	[]	[502]	4P 英雄改攻漏填 ref
s37	effect_field	T261「1道4」E#6	selected_object_ids	[]	[0]	1P 英雄改血漏填 ref
s37	effect_field	T1205「2松2」E#4	selected_object_ids	[]	[26186]	2P 馬騎回血漏填 ref
s37	effect_field	T1532「6軍」E#0	selected_object_ids	[]	[12702]	6P 哥薩克軍令派兵 task 漏填寵物 ref（其餘座位 12697–12701）
s37	effect_field	T2086「1道3」E#1	selected_object_ids	[]	[26109]	1P 馬騎回血漏填 ref
s37	trigger_flag	T197「2教頭2」	looping	0	1	「技能點不足」提示其餘座位每 14 秒循環，2P 只提示一次
s37	trigger_flag	T23「3民團死」	looping	0	1	民團出口區其餘座位循環，3P 只生效一次
s37	trigger_flag	T1440「4漢」	enabled	0	1	羅漢對話其餘座位開局啟用循環，4P 整支關閉
s37	trigger_flag	T1440「4漢」	looping	0	1	同上
s37	trigger_flag	T3611「4珠4」	enabled	0	1	珠區啟停觸發其餘座位開局啟用循環，4P 整支關閉
s37	trigger_flag	T3611「4珠4」	looping	0	1	同上
s37	trigger_flag	T1632「2針5」	enabled	1	0	明醫「待…」提示其餘座位由前置啟動且循環，2P 開局即啟用且不循環
s37	trigger_flag	T1632「2針5」	looping	0	1	同上
s37	trigger_flag	T5474「觸發事件 拳僧」	enabled	0	1	大師開場對話其餘座位開局啟用循環，5P 整支關閉
s37	trigger_flag	T5474「觸發事件 拳僧」	looping	0	1	同上
s37	effect_field	T2907「5渦死5」E#3	trigger_id	4272	4269	5P 出口不該關 6P 的 6珠；改指 5珠（與 E2 重複、無害）
s37	effect_add	T2908「6渦死5」	deactivate_trigger		→T4272「6珠」	6P 出口補回停用 6珠（其餘座位皆有）
s37	effect_field	T4247「6哥4」E#4	quantity	1000	-500	換鐵甲英雄改血其餘座位 −500，6P 抄成 +1000
s37	effect_field	T4247「6哥4」E#6	quantity	1000	-500	換鐵甲馬騎改血同上
s37	effect_field	T4248「6哥5」E#1	quantity	-1000	-500	交出鐵甲英雄改血其餘座位 −500，6P 抄成 −1000
s37	effect_field	T4248「6哥5」E#2	armour_attack_quantity	50	100	交出鐵甲英雄改攻其餘座位 −100，6P 抄成 −50（s30 後為 class0/SUB 表示，改量值）
s37	effect_field	T1945「6木2」E#0	effect_type	15	0	開局每 3 秒移除 P4 在東北森林的全部物件（座位 4 進北區即被刪）；保留 E1–E4 偏將拉繩
s37	effect_field	T1945「6木2」E#0	source_player	4	-1	殼的 sp 也清掉，否則 s39 仍視為職業 4 家族而複製＋停用原版，偏將拉繩只剩選棍客時才跑
s37	effect_field	T4632「成成4p」E#15	effect_type	15	0	棍客大成時移除全圖 P4 物件，其餘五座位無此效果
s37	effect_field	T4632「成成4p」E#16	effect_type	15	0	同上（區域版）
s37	effect_field	T4793「」E#0	source_player	5	4	銀兩護欄（≥50萬上繳）查 P4 卻扣 P5；T4790–4792 皆扣自己（劍譜5 即如此；5/6 座位無此護欄）
s37	effect_field	T5399「觸發事件 3」E#2	source_player	4	3	3P 客棧「能力不足失精力20」傷害打到 P4；觸發事件 1/2/4/5/6 皆打自己
s37	effect_field	T5491「漢娜斯1」E#0	trigger_id	5489	5490	1P 漢娜斯門口應啟動自己的對話 T5490「漢娜斯」（2–6P 皆指緊鄰的無名漢娜斯），抄成 6P 的「觸發事件 箭提2」
s37	trigger_flag	T5306「魂移5」	enabled	1	0	魂移1–6 皆停用循環、由 馬N 啟動；5P 開局即啟用且不循環，拳客一死就關掉六座位石區觸發
s37	trigger_flag	T5306「魂移5」	looping	0	1	同上
s37	trigger_flag	T4965「完全教戰守策3」	enabled	0	1	「不得蓋建築」常駐清除規則（object_group 3/30），其餘五座位開局啟用，3P 整支關閉＝只有 3P 能蓋
s37	effect_field	T1831「2女4」E#1	source_player	3	2	聊天訊息錯發3P
s37	effect_field	T4157「1幫」E#0	source_player	3	1	聊天訊息錯發3P
s37	effect_field	T2971「5幽」E#4	source_player	4	5	聊天訊息錯發4P
s37	effect_field	T542「5教頭」E#0	source_player	3	5	聊天訊息錯發3P
s37	effect_field	T2674「3生2」E#0	source_player	2	3	聊天訊息錯發2P
s37	effect_field	T1197「4當2」E#1	source_player	2	4	聊天訊息錯發2P
